from,to
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,https://www.class-central.com/mooc/338/coursera-social-network-analysis
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,https://www.class-central.com/mooc/338/coursera-social-network-analysis
https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy,https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis
https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy,https://www.class-central.com/mooc/338/coursera-social-network-analysis
https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis,https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy
https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis,https://www.class-central.com/mooc/338/coursera-social-network-analysis
https://www.class-central.com/mooc/338/coursera-social-network-analysis,https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy
https://www.class-central.com/mooc/338/coursera-social-network-analysis,https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,https://www.class-central.com/mooc/1529/coursera-technology-and-ethics
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,https://www.class-central.com/mooc/1529/coursera-technology-and-ethics
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,https://www.class-central.com/mooc/1529/coursera-technology-and-ethics
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society
https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges,https://www.class-central.com/mooc/1529/coursera-technology-and-ethics
https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society
https://www.class-central.com/mooc/1529/coursera-technology-and-ethics,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society
https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1,https://www.class-central.com/mooc/317/coursera-model-thinking
https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1,https://www.class-central.com/mooc/307/coursera-natural-language-processing
https://www.class-central.com/mooc/317/coursera-model-thinking,https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1
https://www.class-central.com/mooc/317/coursera-model-thinking,https://www.class-central.com/mooc/307/coursera-natural-language-processing
https://www.class-central.com/mooc/307/coursera-natural-language-processing,https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1
https://www.class-central.com/mooc/307/coursera-natural-language-processing,https://www.class-central.com/mooc/317/coursera-model-thinking
